Large Category,Sub Category,Source,Category,Vendor,Contact #,Address 1,Address 2,City,State,Zip,Country,Phone,Email,URL,Current Option Period End Date,Ultimate Contract End Date,SAM UEI,"Socio-Economic Indicators 
 (only relative codes will appear for a contract)",,,,,,,,,,,,Contractor T&Cs/Pricelist,View Catalog
Information Technology , IT Solutions,MAS,561422 ,SERCO INC.,47QTCA19D0065,12930 WORLDGATE DR STE 600,,HERNDON,VA,20170-6027,,703.263.6671,David.Cornell@Serco-NA.com,http://www.serco-na.com,"Mar 4, 2024","Mar 4, 2039",DKJ1R5ABCN48,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D0065/47QTCA19D0065_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D0065&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,SERVBEYOND SOLUTIONS LLC,47QTCA23D001Z,"5520 RESEARCH PARK DRIVE, SUITE",,BALTIMORE,MD,21228-4851,,3012759993,manu.bakshi@servbeyond.com,http://servbeyond.com,"Nov 28, 2027","Nov 28, 2042",GWEDLBWXKWT8,s,,,,,,,d,8a,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA23D001Z/47QTCA23D001Z_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA23D001Z&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"SOKAT CONSULTING, LLC",47QTCA21D005M,10926 WHITE DAHLIA DR,,WOODSTOCK,MD,21163-1519,,917-288-7250,contracts@sokat.co,http://www.sokat.co,"Feb 21, 2026","Feb 21, 2041",EWKEP4KZVKM8,s,,w,wo,ew,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D005M/47QTCA21D005M_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D005M&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,STEEL CLOUD SOLUTIONS LLC,47QTCA22D006V,13984 W 146TH ST,,OLATHE,KS,66062-8853,,913-558-3890,josh@steelcloudsolutions.com,http://www.steelcloudsolutions.com,"Apr 13, 2027","Apr 13, 2042",W86RC9VLGQB7,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D006V/47QTCA22D006V_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D006V&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"STEERBRIDGE STRATEGIES, LLC",47QTCA21D00BE,8521 LEESBURG PIKE STE 503,,VIENNA,VA,22182-2490,,703-919-8221,doug.lee@steerbridge.com,www.steerbridge.com,"Jun 21, 2026","Jun 21, 2041",XN95N16A6WB6,s,,,,,,dv,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00BE/47QTCA21D00BE_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00BE&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"SYSTEMS INTEGRATION, INC.",GS-35F-295DA,8201 CORPORATE DR STE 300,,HYATTSVILLE,MD,20785-7206,,240-764-1093,hpage@sysintegation.com,http://www.sysintegration.com,"May 2, 2026","May 2, 2036",FBNJQAE17L26,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F295DA/GS35F295DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-295DA&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"TACTIS, LLC",47QRAA18D00F9,2030 8TH ST NW,UNIT 505,WASHINGTON,DC,20001-3012,,(319)321-2476,mark.cutler@missionside.com,http://www.missionside.com,"Sep 6, 2023","Sep 6, 2038",PDMJREMF5ED6,s,,,,,,,,,,,Y,https://www.gsaadvantage.gov/ref_text/47QRAA18D00F9/47QRAA18D00F9_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QRAA18D00F9&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,TECHOP SOLUTIONS INTERNATIONAL INC,GS-10F-030CA,167 CHERRY HILL DR,,STAFFORD,VA,22556-3654,,7037896237,mcole@techopsolutins.net,"http://www,techopsolutions.net","Dec 7, 2024","Dec 7, 2034",L4D6NDBWN885,s,,,,,,dv,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS10F030CA/GS10F030CA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-10F-030CA&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"TITAN FACILITIES, INC.",47QTCA19D00JF,4008 LEGENDARY DR,STE 600,DESTIN,FL,32541-8612,,850-897-8103,Charles.eller@titantechnologies.com,http://www.titantechnologies.com,"Aug 20, 2024","Aug 20, 2039",F9RKYW5S9Y46,s,,,,,,dv,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00JF/47QTCA19D00JF_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00JF&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,TMAX GOVERNMENT SOLUTIONS LLC,47QTCA22D00BD,4217 20TH ST NE,,WASHINGTON,DC,20018-3215,,202-270-3689,thomas.duckenfield@tdbgov.com,http://www.tmaxgov.com/,"Jul 28, 2027","Jul 28, 2042",HPDAUNTA9GH7,s,,,,,,dv,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D00BD/47QTCA22D00BD_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D00BD&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"TPUSA, INC.",GS-35F-366DA,1991 S 4650 W,,SALT LAKE CITY,UT,84104-4701,,801-257-6002,Jeff.jarjoura@teleperformance.com,http://https://www.teleperformance.com,"Jun 19, 2026","Jun 19, 2036",MBX8ML63QR57,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F366DA/GS35F366DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-366DA&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"TTEC GOVERNMENT SOLUTIONS, LLC",GS-35F-151GA,9197 SOUTH PEORIA ST,,ENGLEWOOD,CO,80112-5833,,201-485-7094,stephen.parowski@ttec.com,http://https://www.ttec.com/government-services,"Dec 21, 2026","Dec 21, 2036",ZSFKFBKXEXX3,,o,,,,,,,,,,Y,https://www.gsaadvantage.gov/ref_text/GS35F151GA/GS35F151GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-151GA&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,UVS INFOTECH LLC,47QTCA21D00B7,603 7TH ST,STE 302,LAUREL,MD,20707-3959,,301-725-4500,CONTRACTS@UVSIT.NET,http://https://www.uvsit.net,"Jun 14, 2026","Jun 14, 2041",JH5UJ5A4MHH6,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00B7/47QTCA21D00B7_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00B7&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,VIATEQ CORPORATION,47QTCA18D00DP,1660 INTERNATIONAL DR,STE 600,MC LEAN,VA,22102-4877,,(202) 688-2904,lwashington@viateq.com,http://www.viateq.com,"Jun 10, 2023","Jun 10, 2038",GVNXN7RHFKN6,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D00DP/47QTCA18D00DP_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D00DP&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"ZEIDERS ENTERPRISES, INC.",GS-02F-0234W,2750 KILLARNEY DR STE 100,,WOODBRIDGE,VA,22192-4124,,703-496-9008,eisajewicz@zeiders.com,http://www.zeiders.com,"Sep 6, 2025","Sep 6, 2030",RCLZPE5HEQ24,,o,,,,,,,,,,Y,https://www.gsaadvantage.gov/ref_text/GS02F0234W/GS02F0234W_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-02F-0234W&sin=561422&src=elib&app=cat
